RESDATE,RESCOL,BIDCITY,MONTH,PSTALP,BSTATUS,FAILMON,PO_COST,COST21,COST22,BSTATDT,COST20,TERMDATE,BIDNAME,RESTYPE_II,FAILDATE,RESTYPE1,CHCLASS1,FSL_PROG,BRCERT,CERT,BRDOCKET,COST07,COST08,COST09,L_REPDTE,FRAUD,COST03,COST04,COST05,COST06,RSSDID,COMMENTS,BIDCERT,COSTMOSTRECENTASOF,QBRASSET,URL,RESLOS,MONTHTXT,QBFASSET,QBFEQ,TXHC,QBREQ,COST00,COST01,BIDDOCK,COST02,COST18,COST19,RESCOST,ATFIN,COST14,COST15,COST16,COST17,CITY,R_UPDATE,FAILTXT,COST10,COST98,COST11,COST99,COST12,COST13,COST95,DAY,COST96,COST97,QBFDEP,CLOSCD,FIN2,RESEQ,RESTYPE,CITYST,RESDEP,RESPUT,PTRDATE,COSTMOSTRECENT,FAILDAY,INCTDT,TERMI,FAILYR,DOCKET,RESABAL,RESTYPE_OLD,BANKNO,RESPASS,SAVR,NAME,LOSSSHARE,FAILQTR,BRDATE,BIDSTATE,CROSSS,OBA,COST,UNINSDEP,RESASSET,CHCLASS,FUND,RESADJ,FIN,QBRDEP,CROSS,ID
40305,508,PRINSBURG,,MN,I,5,12165,7916,7916,41609,7916,41548,PRINSBANK,,5/7/2010,PA,NM,,,16476.0,,,,,40268,,,,,,730754,,10191,45046,31996,https://www.fdic.gov/bank/individual/failed/accessbank.html,915,,31996.0,-100,,-100,,,,,7916,7916,5544,,7916,7916,7916,7916,CHAMPLIN,45046,,8644,,9935,,8020,7916,,,,,31969.0,TASNN,10233,1/0/1900,FAILURE,"CHAMPLIN, MN",29680.89307,0,,7916,,40305,T,2010,,0,,,29564.48053,DIF,ACCESS BANK,0,2,,MN,,0,7916.0,,31252.26042,NM,5,-264,10233,31969,,3799
40305,7695,LOS ANGELES,,CA,I,5,108721,6370,6342,44743,6413,44682,CITY NATIONAL BANK,,5/7/2010,PA,SM,,,35517.0,,,,,40268,,,,,,2912367,,17281,45046,335798,https://www.fdic.gov/bank/individual/failed/1stpacific.html,730,,335798.0,11201,,11201,,,,,9895,6965,87737,,16251,12480,11105,10626,SAN DIEGO,45046,,80457,,49671,,32264,32249,,,,,291173.0,TABNN,10232,1/1/1900,FAILURE,"SAN DIEGO, CA",267460.803,122,,6342,,40305,T,2010,,0,,,318921.90787,DIF,1st PACIFIC BANK OF CALIFORNIA,1,2,,CA,,0,6342.0,,327329.13202,SM,5,-108,10232,291173,,3800
40305,10977,TUCSON,,AZ,I,5,44647,44322,44322,44136,44322,44075,COMMERCE BANK OF ARIZONA,,5/7/2010,PA,NM,,,57697.0,,,,,40268,,,,,,3257047,,57279,45046,120246,https://www.fdic.gov/bank/individual/failed/townebank.html,11984,,120246.0,479,,479,,,,,44820,44326,41787,,45327,45404,44832,44625,MESA,45046,,44096,,47121,,47045,47749,,,,,113243.0,TASNN,10235,1/0/1900,FAILURE,"MESA, AZ",98296.43873,8,,44322,,40305,T,2010,,0,,,89480.45513,DIF,TOWNE BANK OF ARIZONA,1,2,,AZ,,0,44322.0,,112257.51051,NM,5,165,10235,113243,,3801
40298,466,BUTLER,,MO,I,4,12520,8620,8620,43313,8620,43252,COMMUNITY FIRST BANK,,4/30/2010,PA,N,,,17792.0,,,,,40268,,,,,,222053,,10595,45046,52204,https://www.fdic.gov/bank/individual/failed/bc-natl.html,937,,52204.0,814,,814,,,,,8620,8620,11412,,9540,9556,9220,9100,BUTLER,45046,,15798,,15061,,12103,10319,,,,,43635.0,TANNN,10225,1/0/1900,FAILURE,"BUTLER, MO",40179.51376,5,,8620,,40298,T,2010,,0,,,48921.4452,DIF,BC NATIONAL BANKS,1,2,,MO,,0,8620.0,,50394.27329,N,5,-74,10225,43635,,3791
40298,63294,SAN FRANCISCO,,WA,I,4,1450778,453920,453920,44470,453987,44409,"UNION BANK, NATIONAL ASSOCI",,4/30/2010,PA,NM,,,22710.0,,,,,40268,,,,,,150071,,22826,45046,3250734,https://www.fdic.gov/bank/individual/failed/frontier.html,-6468,,3250734.0,16275,,16275,,,,,483663,456873,1365522,,591858,529751,493825,487222,EVERETT,45046,,1096211,,938937,,771134,652139,,,,,2846886.0,TASNN,10228,1/0/1900,FAILURE,"EVERETT, WA",2759096.6543,87,,453920,,40298,T,2010,,320,,,3233929.638,DIF,FRONTIER BANK,1,2,,CA,,0,453920.0,,3292279.5731,NM,5,-1291,10228,2846886,,3792
40298,764634,SAN JUAN,,PR,I,4,936637,539331,539124,44743,539748,44682,ORIENTAL BANK AND TRUST,,4/30/2010,PA,NM,,,27150.0,,,,,40268,,,,,,1164730,,31469,45046,2453138,https://www.fdic.gov/bank/individual/failed/eurobank-puertorico.html,60878,,2453138.0,100974,,100974,,,,,556133,540572,743850,,649127,564221,577325,563656,SAN JUAN,45046,,1187775,,694688,,691507,724522,,,,,1861350.0,TASNN,10229,1/0/1900,FAILURE,"SAN JUAN, PR",1800711.3814,8879,,539124,,40298,T,2010,,1553,,,1688369.5306,DIF,EUROBANK,1,2,,PR,,0,539124.0,,2127922.473,NM,5,37985,10229,1861350,,3793
40298,705340,TROY,,MI,I,4,639587,341110,340615,44866,342921,44805,FIRST MICHIGAN BANK,,4/30/2010,PA,SI,,,30005.0,,,,,40268,,,,,,791474,,58132,45046,1599122,https://www.fdic.gov/bank/individual/failed/cfbancorp.html,73078,,1599122.0,-103590,,-103590,,,,,352601,346143,615327,,408356,391367,387116,387873,PORT HURON,45046,,487779,,497868,,446685,434070,,,,,1418445.0,TAMNN,10226,1/0/1900,FAILURE,"PORT HURON, MI",1467577.8362,2030,,340615,,40298,T,2010,,59952,,,954937.37401,DIF,CF BANCORP,1,2,,MI,,0,340615.0,,1799034.4222,SI,5,-40943,10226,1418445,,3794
40298,1687402,SAN JUAN,,PR,A,4,5108379,2182145,2179824,6696,2182496,,BANCO POPULAR DE PUERTO RIC,,4/30/2010,PA,NM,,,31027.0,,,,,40268,,,,,,752970,,34968,45046,10797345,https://www.fdic.gov/bank/individual/failed/westernbank-puertorico.html,99972,,10797345.0,376622,,376622,,,,,2182001,2179877,3306364,,2537379,2340058,2243831,2209661,MAYAGUEZ,45046,,4249644,,3251597,,3173247,3754469,,,,,8420357.0,TASNN,10231,10/29/7944,FAILURE,"MAYAGUEZ, PR",8237743.8441,1424,,2179824,,40298,,2010,,22339,,,9193299.9893,DIF,WESTERNBANK PUERTO RICO,1,2,,PR,,0,2179824.0,,11070297.241,NM,5,-68717,10231,8420357,,3795
40298,306995,SAN JUAN,,PR,A,4,2778971,991530,984319,7122,984449,,SCOTIABANK DE PUERTO RICO,,4/30/2010,PA,NM,,,32185.0,,,,,40268,,,,,,559777,,22946,45046,5681177,https://www.fdic.gov/bank/individual/failed/r-gpremier-puertorico.html,78492,,5681177.0,219797,,219797,,,,,1197048,1013646,1236196,,1004509,1001858,1094662,1129261,HATO REY,45046,,1455166,,1455761,,1194612,1370851,,,,,4220108.0,TASNN,10230,6/6/4629,FAILURE,"HATO REY, PR",4134038.7679,60119,,984319,,40298,,2010,,15590,,,5629135.6747,DIF,R-G PREMIER BANK OF PUERTO RICO,1,2,,PR,,0,984319.0,,6029495.3041,NM,5,-59415,10230,4220108,,3796
40298,20783,LIBERTY,,MO,I,4,53623,57091,57091,42522,57091,42461,BANKLIBERTY,,4/30/2010,PA,NM,,,58362.0,,,,,40268,,,,,,3449486,,30817,45046,195510,https://www.fdic.gov/bank/individual/failed/champion.html,28196,,195510.0,3469,,3469,,,,,57091,57091,52690,,55764,57873,57091,57091,CREVE COEUR,45046,,68999,,64567,,60634,58711,,,,,162816.0,TASNN,10227,1/0/1900,FAILURE,"CREVE COEUR, MO",160291.91707,1010,,57091,,40298,T,2010,,0,,,151804.97538,DIF,CHAMPION BANK,1,2,,MO,,0,57091.0,,200039.15404,NM,5,-264,10227,162816,,3797
40291,677839,CHICAGO,,IL,A,4,841115,15222,15939,7245,15001,,HARRIS NATIONAL ASSOCIATION,,4/23/2010,PA,N,,,3735.0,,,,,40268,,,,,,938840,,16571,45046,3066240,https://www.fdic.gov/bank/individual/failed/amcore.html,16390,,3066240.0,74723,,74723,,,,,21345,14133,220266,,60459,32618,32944,27420,ROCKFORD,45046,,320947,,240859,,168959,115847,,,,,2743485.0,TANNN,10218,12/30/2112,FAILURE,"ROCKFORD, IL",2774840.7531,0,,15939,,40291,,2010,,250,,,2641957.1489,DIF,"AMCORE BANK, NATIONAL ASSOCIATION",1,2,,IL,,0,15939.0,,3345282.702,N,5,-8849,10218,2743485,,3784
40291,21982,ITASCA,,IL,I,4,42027,45596,45596,44440,45596,44378,FIRST MIDWEST BANK,,4/23/2010,PA,NM,,,10888.0,,,,,40268,,,,,,744144,,3709,45046,130165,https://www.fdic.gov/bank/individual/failed/peotone.html,19827,,130165.0,305,,305,,,,,46860,46091,31667,,47260,48570,47013,46917,PEOTONE,45046,,46514,,52108,,49057,47918,,,,,124676.0,TASNN,10223,1/0/1900,FAILURE,"PEOTONE, IL",124312.18416,850,,45596,,40291,T,2010,,4020,,,92604.32109,DIF,PEOTONE BANK AND TRUST COMPANY,1,2,,IL,,0,45596.0,,134224.39456,NM,5,527,10223,124676,,3785
40291,100838,CHICAGO,,IL,I,4,394705,377580,377438,44743,377745,44682,"MB FINANCIAL BANK, NATIONAL",,4/23/2010,PA,NM,,,22853.0,,,,,40268,,,,,,268734,,3628,45046,1059194,https://www.fdic.gov/bank/individual/failed/broadway.html,27946,,1059194.0,28386,,28386,,,,,383542,378362,394340,,423143,393034,388523,389015,CHICAGO,45046,,391357,,492569,,505888,457723,,,,,1023421.0,TASNN,10219,1/0/1900,FAILURE,"CHICAGO, IL",1021202.2534,8,,377438,,40291,T,2010,,6496,,,942419.37153,DIF,BROADWAY BANK,1,2,,IL,,0,377438.0,,1070764.6555,NM,5,-1367,10219,1023421,,3786
40291,25152,NORTHBROOK,,IL,A,4,55268,38397,38369,6484,38437,,NORTHBROOK BANK AND TRUST C,,4/23/2010,PA,SI,,,30600.0,,,,,40268,,,,,,536479,,57082,45046,194618,https://www.fdic.gov/bank/individual/failed/lincoln-park.html,6778,,194618.0,2865,,2865,,,,,39205,38919,48373,,43318,42884,41436,39765,CHICAGO,45046,,52020,,69374,,58138,48958,,,,,162627.0,TAMNN,10221,12/24/2005,FAILURE,"CHICAGO, IL",162662.07399,43,,38369,,40291,,2010,,2649,,,169483.95445,DIF,LINCOLN PARK SAVINGS BANK,1,2,,IL,,0,38369.0,,202635.06819,SI,5,67,10221,162627,,3787
40291,30665,OAK BROOK,,IL,I,4,20910,41502,41327,44896,41571,44835,REPUBLIC BANK OF CHICAGO,,4/23/2010,PA,NM,,,34658.0,,,,,40268,,,,,,2634735,,19333,45046,73490,https://www.fdic.gov/bank/individual/failed/citizens-bank.html,34613,,73490.0,422,,422,,,,,42550,41941,20909,,43098,44961,43162,42913,CHICAGO,45046,,42861,,46220,,45282,43405,,,,,72772.0,PASNN,10220,1/0/1900,FAILURE,"CHICAGO, IL",71551.9004,68,,41327,,40291,T,2010,,2339,,,12061.38531,DIF,CITIZENS BANK & TRUST COMPANY OF CHICAGO,0,2,,IL,,0,41327.0,,74099.56309,NM,5,49,10220,72772,,3788
40291,4449,CHICAGO,,IL,I,4,145794,132056,132056,44440,132056,44378,"MB FINANCIAL BANK, NATIONAL",,4/23/2010,PA,NM,,,34821.0,,,,,40268,,,,,,2713461,,3628,45046,447239,https://www.fdic.gov/bank/individual/failed/new-century-il.html,7387,,447239.0,4475,,4475,,,,,132749,132282,125333,,153056,136584,133865,133071,CHICAGO,45046,,125868,,176880,,179517,168664,,,,,438999.0,TASNN,10222,1/0/1900,FAILURE,"CHICAGO, IL",425844.05778,21,,132056,,40291,T,2010,,1657,,,452261.68815,DIF,NEW CENTURY BANK,1,2,,IL,,0,132056.0,,463677.93768,NM,5,3,10222,438999,,3789
40291,48551,WHEATON,,IL,A,4,142541,189956,189810,6484,190052,,WHEATON BANK & TRUST,,4/23/2010,PA,NM,,,58429.0,,,,,40268,,,,,,3547449,,33803,45046,441694,https://www.fdic.gov/bank/individual/failed/wheatland.html,65624,,441694.0,-10986,,-10986,,,,,191372,190526,133006,,203694,194925,194729,191585,NAPERVILLE,45046,,136915,,198320,,206954,208542,,,,,448917.0,TASNN,10224,9/7/2421,FAILURE,"NAPERVILLE, IL",445245.52228,0,,189810,,40291,,2010,,4624,,,370786.82722,DIF,WHEATLAND BANK,1,2,,IL,,0,189810.0,,480238.226,NM,5,-121,10224,448917,,3790
40284,212169,COUPEVILLE,,WA,I,4,426129,155472,154993,44835,155698,44774,WHIDBEY ISLAND BANK,,4/16/2010,PA,NM,,,21521.0,,,,,40268,,,,,,456474,,18412,45046,981913,https://www.fdic.gov/bank/individual/failed/citybank.html,90911,,981913.0,5529,,5529,,,,,158863,156438,323433,,173692,162949,158723,158400,LYNNWOOD,45046,,264329,,194109,,178543,172032,,,,,919606.0,TASNN,10212,1/0/1900,FAILURE,"LYNNWOOD, WA",903642.69238,975,,154993,,40284,T,2010,,2779,,,646260.60417,DIF,CITY BANK,1,2,,WA,,0,154993.0,,964355.38581,NM,5,-15929,10212,919606,,3776
40284,10170,LOS ANGELES,,CA,I,4,55371,22715,22715,43556,22715,43497,CENTER BANK,,4/16/2010,PA,NM,,,23876.0,,,,,40268,,,,,,104663,,26610,45046,266816,https://www.fdic.gov/bank/individual/failed/innovative.html,6453,,266816.0,13749,,13749,,,,,22821,22715,37804,,27705,23933,23842,23096,OAKLAND,45046,,44817,,48516,,42900,33556,,,,,223164.0,TASNN,10214,1/0/1900,FAILURE,"OAKLAND, CA",211104.67092,154,,22715,,40284,T,2010,,6,,,229822.58734,DIF,INNOVATIVE BANK,1,2,,CA,,0,22715.0,,242755.39729,NM,5,3542,10214,223164,,3777
40284,425627,WILMINGTON,,FL,A,4,912216,0,0,7488,0,,"TD BANK, NATIONAL ASSOCIATI",,4/16/2010,PA,N,,,24067.0,,,,,40268,,,,,,101233,,18409,45046,3393818,https://www.fdic.gov/bank/individual/failed/riverside-natl.html,65347,,3393818.0,-4433,,-4433,,,,,2237,2237,491814,,0,0,24072,17819,FORT PIERCE,45046,,605501,,249235,,169266,174323,,,,,2724475.0,TANNN,10216,,FAILURE,"FORT PIERCE, FL",2853585.2982,65516,,0,,40284,,2010,,9375,,,3176278.2965,DIF,RIVERSIDE NATIONAL BANK OF FLORIDA,1,2,,DE,,0,0.0,,3470267.6997,N,5,138124,10216,2724475,,3778
40284,6746,BRIDGEPORT,,MA,I,4,56516,18261,18261,44105,18261,44044,PEOPLE'S UNITED BANK,,4/16/2010,PA,SI,,,26619.0,,,,,40268,,,,,,156877,,27334,45046,245534,https://www.fdic.gov/bank/individual/failed/butlerbank.html,3426,,245534.0,-271,,-271,,,,,18818,18499,22880,,22688,22050,20560,20433,LOWELL,45046,,27738,,41239,,30200,24634,,,,,227420.0,TAMNN,10211,1/0/1900,FAILURE,"LOWELL, MA",225384.66659,-96,,18261,,40284,T,2010,,0,,,231399.2458,DIF,BUTLER BANK,1,2,,CT,,0,18261.0,,242998.15337,SI,5,-1331,10211,227420,,3779
40284,7379,WILMINGTON,,FL,I,4,146838,11969,11969,44105,11969,44044,"TD BANK, NATIONAL ASSOCIATI",,4/16/2010,PA,SB,,,28886.0,,,,,40268,,,,,,23278,,18409,45046,440122,https://www.fdic.gov/bank/individual/failed/ffbnf.html,21,,440122.0,6252,,6252,,,,,11836,11771,6028,,19732,16214,18490,14508,PALATKA,45046,,13095,,39493,,25910,15747,,,,,369617.0,TAFNN,10213,1/0/1900,FAILURE,"PALATKA, FL",371551.75822,0,,11969,,40284,T,2010,2558,0,,,459145.22464,DIF,FIRST FEDERAL BANK OF NORTH FLORIDA,1,2,,DE,,0,11969.0,,466557.88178,SB,5,-13,10213,369617,,3780
40284,19522,SAN FRANCISCO,,CA,A,4,190084,0,0,7488,0,,"UNION BANK, NATIONAL ASSOCI",,4/16/2010,PA,NM,,,33493.0,,,,,40268,,,,,,1890598,,22826,45046,611504,https://www.fdic.gov/bank/individual/failed/tamalpais.html,1522,,611504.0,17324,,17324,,,,,0,0,81092,,4283,0,0,0,SAN RAFAEL,45046,,76525,,91107,,47624,20186,,,,,457206.0,TASNN,10217,,FAILURE,"SAN RAFAEL, CA",462809.28616,10,,0,,40284,,2010,,0,,,616979.11992,DIF,TAMALPAIS BANK,1,2,,CA,,0,0.0,,637976.10568,NM,5,37,10217,457206,,3781
40284,37119,,,MI,I,4,11167,21136,21035,45017,21187,44958,,,4/16/2010,PO,NM,,,34878.0,,,,,40268,,,,,,2722922,,,45046,49173,https://www.fdic.gov/bank/individual/failed/lakeside-comm.html,18546,,49173.0,429,,429,,,,,21662,21429,11167,,22129,23001,22143,21829,STERLING HEIGHTS,45046,,21471,,25964,,25061,23046,,,,,48622.0,POSNN,10215,1/26/1900,FAILURE,"STERLING HEIGHTS, MI",48982.62663,0,,20977,,40284,T,2010,,1252,,,0,DIF,LAKESIDE COMMUNITY BANK,0,2,,,,0,20977.0,,52777.30576,NM,5,36,10215,48622,,3782
40284,84,WILMINGTON,,FL,I,4,34802,16404,16404,44105,16404,44044,"TD BANK, NATIONAL ASSOCIATI",,4/16/2010,PA,NM,,,57724.0,,,,,40268,,,,,,3307371,,18409,45046,104034,https://www.fdic.gov/bank/individual/failed/americanfirst.html,1385,,104034.0,-317,,-317,,,,,16609,16467,10548,,18660,17222,17047,16611,CLERMONT,45046,,19084,,17598,,17756,18651,,,,,100070.0,TASNN,10210,1/0/1900,FAILURE,"CLERMONT, FL",92561.01752,0,,16404,,40284,T,2010,,0,,,98325.17699,DIF,AMERICANFIRST BANK,1,2,,DE,,0,16404.0,,100326.24447,NM,5,-532,10210,100070,,3783
40277,272,THOMASVILLE,,SC,I,4,211789,164585,164585,43132,164585,43070,BANK OF NORTH CAROLINA,,4/9/2010,PA,N,,,34242.0,,,,,40268,,,,,,2391252,,33527,45046,590024,https://www.fdic.gov/bank/individual/failed/beachfirst.html,1703,,590024.0,8064,,8064,,,,,164585,164585,130329,,169538,166379,164718,164592,MYRTLE BEACH,45046,,119396,,173607,,176122,174136,,,,,521138.0,TANNN,10209,1/0/1900,FAILURE,"MYRTLE BEACH, SC",518265.73812,50,,164585,,40277,T,2010,,406,,,613940.98251,DIF,BEACH FIRST NATIONAL BANK,1,2,,NC,,0,164585.0,,616748.60701,N,5,-477,10209,521138,,3775
40263,17789,LITTLE ROCK,,GA,I,3,81798,73589,73589,42095,73589,42036,BANK OF THE OZARKS,,3/26/2010,PA,N,,,34678.0,,,,,40178,,,,,,2683555,,110,45046,300590,https://www.fdic.gov/bank/individual/failed/unity-natl.html,4858,,300590.0,9050,,9050,,,,,73589,73589,67193,,73531,73589,73589,73589,CARTERSVILLE,45046,,70961,,97688,,73286,90285,,,,,264286.0,TANNN,10208,1/0/1900,FAILURE,"CARTERSVILLE, GA",244922.31817,1,,73589,,40263,T,2010,,0,,,262841.98689,DIF,UNITY NATIONAL BANK,1,1,,AR,,0,73589.0,,285600.7917,N,5,-113,10208,264286,,3771
40263,441,CONWAY,,FL,I,3,23949,16210,16210,42767,16210,42705,CENTENNIAL BANK,,3/26/2010,PA,SB,,,34684.0,,,,,40178,,,,,,2769002,,11241,45046,88031,https://www.fdic.gov/bank/individual/failed/key-west.html,230,,88031.0,52,,52,,,,,16210,16210,23096,,17188,17626,16215,16210,KEY WEST,45046,,25370,,30964,,22355,20535,,,,,67662.0,TAFNN,10206,1/0/1900,FAILURE,"KEY WEST, FL",76253.67022,5,,16210,,40263,T,2010,14929,0,,,97655.99263,DIF,KEY WEST BANK,1,1,,AR,,0,16210.0,,98039.0349,SB,5,284,10206,67662,,3772
40263,75277,WESTBURY,,AZ,A,3,141454,109081,108963,6515,109151,,NEW YORK COMMUNITY BANK,,3/26/2010,PA,NM,,,57060.0,,,,,40178,,,,,,2960434,,16022,45046,496552,https://www.fdic.gov/bank/individual/failed/deserthills.html,19062,,496552.0,22695,,22695,,,,,110865,109688,106684,,119192,117101,114695,111555,PHOENIX,45046,,108310,,147659,,134651,126285,,,,,426473.0,TASNN,10205,10/13/2202,FAILURE,"PHOENIX, AZ",410746.12552,6612,,108963,,40263,,2010,,13085,,,387981.03727,DIF,DESERT HILLS BANK,1,1,,NY,,0,108963.0,,484394.16476,NM,5,306,10205,426473,,3773
40263,3071,WEST POINT,,GA,I,3,143549,164026,164026,42552,164026,42491,CHARTERBANK,,3/26/2010,PA,NM,,,57399.0,,,,,40178,,,,,,3123106,,30720,45046,363405,https://www.fdic.gov/bank/individual/failed/mcintosh.html,7661,,363405.0,8889,,8889,,,,,164026,164026,123336,,168865,164188,164026,164026,CARROLLTON,45046,,141844,,168612,,174401,177900,,,,,343339.0,TASNN,10207,1/0/1900,FAILURE,"CARROLLTON, GA",315911.19542,37,,164026,,40263,T,2010,,0,,,326402.08435,DIF,MCINTOSH COMMERCIAL BANK,1,1,,GA,,0,164026.0,,337515.13127,NM,5,-417,10207,343339,,3774
40256,128,ASHLAND,,MN,I,3,5989,7026,7026,42401,7026,42309,NORTHERN STATE BANK,,3/19/2010,PA,NM,,,8221.0,,,,,40178,,,,,,143653,,15242,45046,28159,https://www.fdic.gov/bank/individual/failed/state-aurora.html,27,,28159.0,325,,325,,,,,7026,7026,4234,,7135,7026,7026,7026,AURORA,45046,,8693,,10502,,9395,7333,,,,,27801.0,TASNN,10203,4/12/1919,FAILURE,"AURORA, MN",26501.61016,123,,7026,,40256,T,2010,,1,,,27194.57452,DIF,STATE BANK OF AURORA,1,1,,WI,,0,7026.0,,27227.20939,NM,5,-1,10203,27801,,3764
40256,37638,GASTONIA,,GA,I,3,162013,107431,107263,44805,107508,44743,CITIZENS SOUTH BANK,,3/19/2010,PA,NM,,,10054.0,,,,,40178,,,,,,506838,,28833,45046,377779,https://www.fdic.gov/bank/individual/failed/bankofhiawassee.html,50643,,377779.0,5648,,5648,,,,,108329,107774,137686,,113157,111904,108749,108511,HIAWASSEE,45046,,116484,,129227,,121252,131980,,,,,339597.0,TASNN,10202,1/0/1900,FAILURE,"HIAWASSEE, GA",329790.90108,6,,107263,,40256,T,2010,,976,,,293089.93418,DIF,BANK OF HIAWASSEE,1,1,,NC,,0,107263.0,,372514.60138,NM,5,7830,10202,339597,,3765
40256,2792,WILMINGTON,,OH,I,3,17696,14960,14960,42248,14960,42186,THE NATIONAL BANK AND TRUST,,3/19/2010,PA,N,,,18806.0,,,,,40178,,,,,,449926,,6731,45046,70318,https://www.fdic.gov/bank/individual/failed/amer-natl-oh.html,4977,,70318.0,560,,560,,,,,14960,14960,17113,,15310,14960,14960,14960,PARMA,45046,,26511,,25399,,20445,19395,,,,,66752.0,TANNN,10201,1/0/1900,FAILURE,"PARMA, OH",67496.06084,0,,14960,,40256,T,2010,,25,,,65619.0682,DIF,AMERICAN NATIONAL BANK,1,1,,OH,,0,14960.0,,73412.97054,N,5,0,10201,66752,,3766
40256,7542,LUVERNE,,AL,I,3,41196,11725,11725,43344,11725,43282,FIRST CITIZENS BANK,,3/19/2010,PA,NM,,,24957.0,,,,,40178,,,,,,314033,,23152,45046,137175,https://www.fdic.gov/bank/individual/failed/firstlowndes.html,1353,,137175.0,2824,,2824,,,,,11725,11725,38266,,13307,13584,13105,12958,FORT DEPOSIT,45046,,35314,,24444,,20466,16308,,,,,131117.0,TASNN,10204,1/0/1900,FAILURE,"FORT DEPOSIT, AL",122594.46904,9,,11725,,40256,T,2010,,0,,,124783.03423,DIF,FIRST LOWNDES BANK,1,1,,AL,,0,11725.0,,133510.30535,NM,5,160,10204,131117,,3767
40256,763728,,,UT,I,3,635633,522964,521525,44958,523996,44896,,,3/19/2010,PO,NM,,,33535.0,,,,,40178,,,,,,1916751,,,45046,1525931,https://www.fdic.gov/bank/individual/failed/advanta-ut.html,291882,,1525931.0,-40551,,-40551,,,,,531636,531079,635633,,562240,539353,536964,536071,DRAPER,45046,,606732,,607447,,609613,561067,,,,,1519471.0,POSNN,10200,2/13/1900,FAILURE,"DRAPER, UT",1342396.5003,0,,521525,,40256,T,2010,,59,,,0,DIF,ADVANTA BANK CORP.,0,1,,,,0,521525.0,,1052253.0225,NM,5,3232,10200,1519471,,3768
40256,25588,CARROLLTON,,GA,I,3,473198,456694,456539,45017,456767,44958,COMMUNITY & SOUTHERN BANK,,3/19/2010,PA,NM,,,33989.0,,,,,40178,,,,,,2280552,,59010,45046,1010075,https://www.fdic.gov/bank/individual/failed/appalachian.html,42563,,1010075.0,17967,,17967,,,,,458198,457337,419279,,465855,459059,458266,458033,ELLIJAY,45046,,309652,,437827,,465176,483350,,,,,917575.0,TASNN,10199,2/5/1900,FAILURE,"ELLIJAY, GA",924490.45753,2230,,456455,,40256,T,2010,,771,,,972840.95262,DIF,APPALACHIAN COMMUNITY BANK,1,1,,GA,,0,456455.0,,1037570.229,NM,5,1223,10199,917575,,3769
40256,2002,THOMASTON,,GA,I,3,39330,37707,37707,43556,37707,43497,BANK OF UPSON,,3/19/2010,PA,NM,,,58104.0,,,,,40178,,,,,,3426245,,17041,45046,96535,https://www.fdic.gov/bank/individual/failed/cent-security.html,851,,96535.0,2282,,2282,,,,,37752,37707,29887,,40287,38679,38460,38192,DULUTH,45046,,39269,,40574,,42695,44891,,,,,93967.0,TASNN,10198,1/0/1900,FAILURE,"DULUTH, GA",95229.63274,8,,37707,,40256,T,2010,,0,,,94474.48325,DIF,CENTURY SECURITY BANK,1,1,,GA,,0,37707.0,,97298.88187,NM,5,20,10198,93967,,3770
40249,27882,WAYNE,,NY,A,3,134577,76482,76496,7427,76498,,VALLEY NATIONAL BANK,,3/12/2010,PA,NM,,,27096.0,,,,,40178,,,,,,1160152,,9396,45046,520146,https://www.fdic.gov/bank/individual/failed/parkavenue-ny.html,2208,,520146.0,-2888,,-2888,,,,,77124,76671,50718,,84820,81869,79227,78134,NEW YORK,45046,,107539,,127006,,114479,98737,,,,,494505.0,TASNN,10195,5/17/2118,FAILURE,"NEW YORK, NY",487584.32562,685,,76496,,40249,,2010,,493,,,481361.96054,DIF,THE PARK AVENUE BANK,1,1,,NJ,,0,76496.0,,508975.20924,NM,5,2283,10195,494505,,3761
40249,19194,LAFAYETTE,,LA,I,3,47495,26124,26124,44378,26124,44317,HOME BANK,,3/12/2010,PA,NM,,,29561.0,,,,,40178,,,,,,574471,,28094,45046,243215,https://www.fdic.gov/bank/individual/failed/statewide.html,-2479,,243215.0,13578,,13578,,,,,26549,26018,38091,,30110,29599,29048,28370,COVINGTON,45046,,59955,,47499,,43953,34345,,,,,207821.0,TASNN,10196,1/0/1900,FAILURE,"COVINGTON, LA",206036.38545,78,,26124,,40249,T,2010,,580,,,201578.99718,DIF,STATEWIDE BANK,1,1,,LA,,0,26124.0,,219120.23349,NM,5,-344,10196,207821,,3762
40249,7218,CONWAY,,FL,I,3,117332,76501,76501,42767,76501,42705,CENTENNIAL BANK,,3/12/2010,PA,SM,,,58182.0,,,,,40178,,,,,,3414046,,11241,45046,336390,https://www.fdic.gov/bank/individual/failed/oldsouthern.html,3133,,336390.0,9020,,9020,,,,,76501,76501,94591,,78135,78501,76505,76501,ORLANDO,45046,,87984,,106726,,89938,80302,,,,,319746.0,TABNN,10197,1/0/1900,FAILURE,"ORLANDO, FL",328893.19727,70,,76501,,40249,T,2010,,0,,,338985.49629,DIF,OLD SOUTHERN BANK,1,1,,AR,,0,76501.0,,351017.64842,SM,5,-1751,10197,319746,,3763
