RESDATE,RESCOL,BIDCITY,MONTH,PSTALP,BSTATUS,FAILMON,PO_COST,COST21,COST22,BSTATDT,COST20,TERMDATE,BIDNAME,RESTYPE_II,FAILDATE,RESTYPE1,CHCLASS1,FSL_PROG,BRCERT,CERT,BRDOCKET,COST07,COST08,COST09,L_REPDTE,FRAUD,COST03,COST04,COST05,COST06,RSSDID,COMMENTS,BIDCERT,COSTMOSTRECENTASOF,QBRASSET,URL,RESLOS,MONTHTXT,QBFASSET,QBFEQ,TXHC,QBREQ,COST00,COST01,BIDDOCK,COST02,COST18,COST19,RESCOST,ATFIN,COST14,COST15,COST16,COST17,CITY,R_UPDATE,FAILTXT,COST10,COST98,COST11,COST99,COST12,COST13,COST95,DAY,COST96,COST97,QBFDEP,CLOSCD,FIN2,RESEQ,RESTYPE,CITYST,RESDEP,RESPUT,PTRDATE,COSTMOSTRECENT,FAILDAY,INCTDT,TERMI,FAILYR,DOCKET,RESABAL,RESTYPE_OLD,BANKNO,RESPASS,SAVR,NAME,LOSSSHARE,FAILQTR,BRDATE,BIDSTATE,CROSSS,OBA,COST,UNINSDEP,RESASSET,CHCLASS,FUND,RESADJ,FIN,QBRDEP,CROSS,ID
32989,10117,PHOENIX,,AZ,I,4,,8369,8369,35855,8369,35400,CITIBANK (ARIZONA),,4/26/1990,PA,SM,,,25666.0,,8369,8369,8369,32963,,8369,8369,8369,8369,999261,,11642,45046,25901,na,10059,,25901.0,-1293,0,-1293,8369,8369,,8369,8369,8369,,,8369,8369,8369,8369,SCOTTSDALE,45046,,8369,8369,8369,8369,8369,8369,8374.1299,,8375.66339,8369,27020.0,PABNN,4190,1/5/1900,FAILURE,"SCOTTSDALE, AZ",-336.4797,0,,8369,,32989,T,1990,,0,,,7501.4354,BIF,GUARDIAN BANK,0,2,,AZ,,0,8369.0,,26568.83066,SM,1,1106,4190,27020,0,2743
32983,127,NEDERALAND,,CO,I,4,,1113,1113,33817,1113,33695,NEDERLAND NATIONAL BANK,,4/20/1990,PA,N,,,25831.0,,1113,1113,1113,32873,,1113,1113,1113,1113,366153,,26751,45046,5769,na,816,,5769.0,-172,0,-172,1113,1113,,1113,1113,1113,,,1113,1113,1113,1113,EVERGREEN,45046,,1113,1113,1113,1113,1113,1113,1112.6588,,1112.659,1113,5896.0,TANNN,4187,,FAILURE,"EVERGREEN, CO",-750.42339,0,,1113,,32983,T,1990,,0,,,4075.89065,BIF,BERGEN PARK NATIONAL BANK,0,2,,CO,,0,1113.0,,4213.43813,N,1,802,4187,5896,0,2733
33438,83857,NONE,,OH,I,4,31912,14379,14379,37316,14379,36100,BRANCH SALE,,4/20/1990,PA,SL,,33033,28307.0,8818,19457,19456,19458,32963,,19701,19695,19671,19671,246974,,14953,45046,168158,na,18866,,168158.0,-3484,,-3484,19759,19722,,19715,14379,14379,23294,,14379,14379,14379,14379,MASSILON,45046,,14379,19899,14379,19838,14379,14379,20710.2035,,20909.39841,20909,157855.0,PANNN,7365,1/0/1900,FAILURE,"MASSILON, OH",108116.06778,2,32983,14379,,33438,T,1990,1339,0,,8203,13564.22674,RTC,FIRST SAVINGS & LOAN,0,2,32983,NA,,0,14379.0,,116285.17528,SL,2,0,7365,157855,,2734
33473,18457,LAMAR,,CO,I,4,13006,8185,8185,34973,8185,,FIRST NB IN LAMAR,,4/20/1990,PA,SL,,33035,30301.0,8823,9554,9554,9554,32963,,9621,9619,9612,9612,23577,,14730,45046,45859,na,5024,,45859.0,-2066,,-2066,9637,9627,,9625,8185,8185,12642,,8185,8185,8185,8185,LAMAR,45046,,8185,9673,8185,9658,8185,8185,9690.7863,,9748.43386,9748,44335.0,PANNN,7414,1/0/1900,FAILURE,"LAMAR, CO",30012.39193,24,32983,8185,,33473,,1990,5134,0,,8872,8436.72207,RTC,HERITAGE FSA,0,2,32983,CO,,0,8185.0,,31893.13083,SL,2,0,7414,44335,,2735
33380,19800,NONE,,TX,I,4,47367,49152,49152,34790,49152,,PAYOUT,,4/20/1990,PO,SL,,32989,30305.0,8794,47455,47455,47455,32963,,47523,47522,47515,47515,27771,,,45046,55368,na,31315,,55368.0,-6752,,-6752,47540,47529,,47527,49152,49152,47367,,49152,49152,49152,49152,SAN ANTONIO,45046,,49152,47576,49152,47562,49152,49152,48455.0059,,47653.99657,47654,60497.0,DTNNN,7293,1/13/1900,FAILURE,"SAN ANTONIO, TX",46541.94397,0,32983,49152,,33380,,1990,5140,0,,8873,0,RTC,TEXAS FSA,0,2,32983,NA,,0,49152.0,,51114.95937,SL,2,0,7293,60497,,2736
33389,8692,MERIDIAN,,MS,I,4,10059,8914,8914,34912,8914,,CITIZENS NB OF MERIDIAN,,4/20/1990,IDT,SL,,33034,31897.0,8811,9319,9319,9319,32963,,9359,9358,9354,9354,727071,,4993,45046,49813,na,5204,,49813.0,-324,,-324,9369,9363,,9361,8914,8914,9994,,8914,8914,8914,8914,LAUREL,45046,,8914,9390,8914,9382,8914,8914,9356.4676,,9435.71698,9436,38391.0,DTNNN,7303,10/2/1901,FAILURE,"LAUREL, MS",22197.39325,51,32983,8914,,33389,,1990,7580,0,,8876,5986.67209,RTC,SOUTHEASTERN FEDERAL SAVINGS BANK,0,2,32983,MS,,0,8914.0,,19832.03467,SL,2,0,7303,38391,,2737
33130,213699,NONE,,CA,I,4,138702,186061,186061,37226,186061,36161,PAYOUT,,4/20/1990,PO,SL,,33036,32187.0,8808,202559,202557,202562,32963,,203376,203357,203275,203275,499677,,,45046,303826,na,219965,,303826.0,-95819,,-95819,203506,203448,,203423,186061,186061,138702,,186061,186061,186061,186061,LOS ANGELES,45046,,186061,204547,186061,203768,186061,186061,209628.3542,,209352.7145,209353,393643.0,PONNN,7177,,FAILURE,"LOS ANGELES, CA",712363.86538,2184,32983,186061,,33130,T,1990,7974,0,,8867,0,RTC,FIRST NETWORK SAVINGS BANK,0,2,32983,NA,,0,186061.0,,431897.76704,SL,2,-417,7177,393643,,2738
33123,24785,CLEARWATER,,FL,I,4,2610,9293,9293,35034,9293,33786,"COMERICA BANK-FL, FSB",,4/20/1990,PA,SL,,33017,32253.0,8053,10535,10535,10535,32963,,10621,10619,10610,10610,759371,,33187,45046,62602,na,10196,,62602.0,-1195,,-1195,10641,10629,,10626,9293,9293,814,,9293,9293,9293,9293,CLEARWATER,45046,,9293,10688,9293,10670,9293,9293,10799.9585,,10785.86651,10786,45095.0,PANNN,7158,,FAILURE,"CLEARWATER, FL",37310.19434,47,32983,9293,,33123,T,1990,8819,0,,8839,5687.89261,RTC,ENTERPRISE FED. FSA,0,2,32983,FL,,0,9293.0,,40622.77702,SL,2,0,7158,45095,,2739
32982,497,CORINTH,,KY,I,4,,402,402,33909,402,33664,THE NATIONAL BANK OF CORINT,,4/19/1990,PA,N,,,15051.0,,402,402,402,32873,,402,402,402,402,801917,,32912,45046,8744,na,89,,8744.0,1,0,1,402,402,,402,402,402,,,402,402,402,402,CORINTH,45046,,402,402,402,402,402,402,401.5141,,401.514,402,8652.0,TANNN,4181,5/17/1900,FAILURE,"CORINTH, KY",-493.60781,0,,402,,32982,T,1990,,0,,,6233.00633,BIF,CORINTH DEPOSIT NATIONAL BANK,0,2,,KY,,0,402.0,,6795.98345,N,1,0,4181,8652,0,2727
32982,103190,DALLAS,,TX,I,4,,38898,38898,35886,38898,35704,NCNB TEXAS NATIONAL BANK,,4/19/1990,PA,NM,,,17952.0,,38898,38898,38898,32873,,38898,38898,38898,38898,930059,,27306,45046,228079,na,57928,,228079.0,-9118,0,-9118,38898,38898,,38898,38898,38898,,,38898,38898,38898,38898,KERRVILLE,45046,,38898,38898,38898,38898,38898,38898,41615.5582,,39913.91199,38898,232549.0,PASNN,4186,,FAILURE,"KERRVILLE, TX",315.98285,-2892,,38898,,32982,T,1990,,0,,,134015.52473,BIF,CHAS. SCHREINER BANK,0,2,,TX,,0,38898.0,,207597.01053,NM,1,7542,4186,232549,0,2728
32982,10494,GATESVILLE,,TX,I,4,,6022,6022,35400,6022,35217,THE NATIONAL BANK OF GATESV,,4/19/1990,PA,NM,,,18110.0,,6022,6022,6022,32873,,6022,6022,6022,6022,766650,,3214,45046,37343,na,8092,,37343.0,-596,0,-596,6022,6022,,6022,6022,6022,,,6022,6022,6022,6022,COPPERAS COVE,45046,,6022,6022,6022,6022,6022,6022,6218.0268,,6022.26,6022,37464.0,PASNN,4185,8/18/1900,FAILURE,"COPPERAS COVE, TX",-577.35757,-38,,6022,,32982,T,1990,,0,,,29086.57576,BIF,COVE STATE BANK,0,2,,TX,,0,6022.0,,38998.80453,NM,1,660,4185,37464,0,2729
32982,8,TERRELL,,TX,I,4,,3031,3031,35034,3031,34759,THE AMERICAN NATIONAL BANK,,4/19/1990,PA,NM,,,22147.0,,3031,3031,3031,32873,,3031,3031,3031,3031,698452,,5552,45046,15830,na,68,,15830.0,-120,0,-120,3031,3031,,3031,3031,3031,,,3031,3031,3031,3031,CRANDALL,45046,,3031,3031,3031,3031,3031,3031,3031.3072,,3031.307,3031,15627.0,TASNN,4183,1/28/1900,FAILURE,"CRANDALL, TX",-396.65025,0,,3031,,32982,T,1990,,0,,,14577.11117,BIF,FIRST STATE BANK OF CRANDALL,0,2,,TX,,0,3031.0,,14638.39414,NM,1,-11,4183,15627,0,2730
32982,4917,ELGIN,,TX,I,4,,2351,2351,34669,2351,34213,ELGIN BANK OF TEXAS,,4/19/1990,PA,N,,,24915.0,,2351,2351,2351,32873,,2351,2351,2351,2351,666853,,3185,45046,10839,na,2497,,10839.0,44,0,44,2351,2351,,2351,2351,2351,,,2351,2351,2351,2351,ELGIN,45046,,2351,2351,2351,2351,2351,2351,2350.843,,2350.843,2351,10710.0,PANNN,4184,3/22/1900,FAILURE,"ELGIN, TX",-6457.88402,0,,2351,,32982,T,1990,,0,,,2484.96469,BIF,SECURITY NATIONAL BANK OF ELGIN,0,2,,TX,,0,2351.0,,10283.66295,N,1,-385,4184,10710,0,2731
32982,167,OPELOUSAS,,LA,I,4,,1341,1341,33909,1341,33329,FIRST NATIONAL BANK OF ST.,,4/19/1990,PA,N,,,24941.0,,1341,1341,1341,32873,,1341,1341,1341,1341,765233,,21273,45046,33510,na,23,,33510.0,50,0,50,1341,1341,,1341,1341,1341,,,1341,1341,1341,1341,LAFAYETTE,45046,,1341,1341,1341,1341,1341,1341,1340.568,,1340.568,1341,33030.0,TANNN,4182,,FAILURE,"LAFAYETTE, LA",-1537.82247,0,,1341,,32982,T,1990,,0,,,26272.06047,BIF,ACADIANA NATIONAL BANK,0,2,,LA,,0,1341.0,,26455.82053,N,1,0,4182,33030,0,2732
32981,2257437,NEW YORK,,NY,I,4,,148042,148042,36708,148042,36617,THE CHASE MANHATTAN BANK(NA,,4/18/1990,PA,SB,,,16070.0,,148042,148042,148042,32963,,148042,148042,148042,148042,989011,,624,45046,3391988,na,205755,,3391988.0,-134660,0,-134660,148042,148042,,148042,148042,148042,,,148042,148042,148042,148042,NEW YORK,45046,,148042,147400,148042,148411,148042,148042,188916.126,,166597.6487,145860,2141918.0,PAFNN,4180,,FAILURE,"NEW YORK, NY",353.55788,0,,148042,,32981,T,1990,,0,,,0.0005,BIF,"THE SEAMEN'S BANK OF SAVINGS, FS",0,2,,NY,,0,148042.0,,2428521.6529,SB,1,16481,4180,2141918,0,2726
32975,624,GREAT BEND,,KS,I,4,,1959,1959,33909,1959,33270,"FARMERS BANK & TRUST, NATIO",,4/12/1990,PA,NM,,,15869.0,,1959,1959,1959,32873,,1959,1959,1959,1959,999252,,17614,45046,16940,na,165,,16940.0,232,0,232,1959,1959,,1959,1959,1959,,,1959,1959,1959,1959,BAZINE,45046,,1959,1959,1959,1959,1959,1959,1959.3781,,1959.378,1959,16509.0,TASAN,4179,,FAILURE,"BAZINE, KS",15893.95223,0,,1959,,32975,T,1990,,0,,,16328.40848,BIF,THE BAZINE STATE BANK,0,2,,KS,,0,1959.0,,17073.45941,NM,1,0,4179,16509,0,2723
33102,95693,WARNER ROBINS,,GA,I,4,26185,14965,14965,36373,14965,36251,CB&T BANK OF MIDDLE GA,,4/12/1990,PA,SL,,33018,31233.0,8825,25247,25246,25248,32963,,25545,25538,25508,25508,717979,,25804,45046,150053,na,24614,,150053.0,-4743,,-4743,25616,25571,,25562,14965,14965,25896,,14965,14965,14965,14965,WARNER ROBINS,45046,,14965,25139,14965,25713,14965,14965,31980.5535,,27070.09435,27070,144101.0,PANNN,7132,1/18/1900,FAILURE,"WARNER ROBINS, GA",117145.6477,18095,32975,14965,,33102,T,1990,6582,0,,8299,37294.76686,RTC,FIRST FEDERAL SAVINGS & LOAN,0,2,32975,GA,,0,14965.0,,138127.08302,SL,2,1380,7132,144101,,2724
33053,53056,NONE,,CA,I,4,1484,3,3,34790,3,,PAYOUT,,4/12/1990,PO,SL,,32978,31271.0,8796,2985,2985,2986,32963,,3127,3124,3110,3110,299372,,,45046,66415,na,7961,,66415.0,-126,,-126,3161,3140,,3135,3,3,1484,,3,3,3,3,MONTEREY PARK,45046,,2986,3238,2986,3207,2986,2986,5085.6169,,3399.09577,3399,64763.0,PONNN,7115,,FAILURE,"MONTEREY PARK, CA",56810.44925,0,32975,3,,33053,,1990,6645,0,,8800,0,RTC,CONSTITUTION FED. SAVINGS ASSOC.,0,2,32975,NA,,0,3.0,,61016.72684,SL,2,0,7115,64763,,2725
32968,4504,DALLAS,,TX,I,4,,1664,1664,35462,1664,35217,NCNB TEXAS NATIONAL BANK,,4/5/1990,PA,NM,,,18793.0,,1664,1664,1664,32873,,1664,1664,1664,1664,872458,,27306,45046,13788,na,2873,,13788.0,325,0,325,1664,1664,,1664,1664,1664,,,1664,1664,1664,1664,CEDAR HILL,45046,,1664,1664,1664,1664,1664,1664,1794.4821,,1627.42335,1664,13101.0,PASNN,4177,,FAILURE,"CEDAR HILL, TX",12855.06698,0,,1664,,32968,T,1990,,0,,,6247.04507,BIF,FIRST BANK & TRUST COMPANY,0,2,,TX,,0,1664.0,,13609.95117,NM,1,10,4177,13101,0,2720
32968,6031,HOUSTON,,TX,I,4,,4808,4808,35096,4808,34881,NORTHWEST BANK,,4/5/1990,PA,N,,,25780.0,,4808,4808,4808,32873,,4808,4808,4808,4808,75156,,27273,45046,20581,na,5041,,20581.0,300,0,300,4808,4808,,4808,4808,4808,,,4808,4808,4808,4808,HOUSTON,45046,,4808,4808,4808,4808,4808,4808,4807.6705,,4807.671,4808,19513.0,PANNN,4178,,FAILURE,"HOUSTON, TX",15828.0744,-174,,4808,,32968,T,1990,,0,,,13401.87936,BIF,CHAMPIONS POINT NATIONAL BANK,0,2,,TX,,0,4808.0,,18938.71669,N,1,880,4178,19513,0,2721
33522,104750,NONE,,PA,I,4,112636,82102,82102,37316,82102,36647,BRANCH SALE,,4/5/1990,PA,SB,,33032,27839.0,8810,88747,88746,88749,32963,,89276,89264,89210,89210,597171,,783,45046,427473,na,37737,,427473.0,-21613,,-21613,89460,89323,,89306,82102,82102,106589,,82102,82102,82102,82102,MONACA,45046,,82102,91263,82102,90149,82102,82102,95020.0979,,95735.75465,95736,330654.0,PANNN,2130,,FAILURE,"MONACA, PA",196746.08918,59799,32968,82102,,33522,T,1990,371,0,,8868,163271.61447,RTC,"COLONY SAVINGS BANK, FSB",0,2,32968,NA,,0,82102.0,,246305.17571,SB,2,-346,2130,330654,,2722
32962,29196,DALLAS,,TX,I,3,,11444,11444,35278,11444,35034,"BANK ONE, TEXAS, NATIONAL A",,3/30/1990,PA,N,,,18840.0,,11444,11444,11444,32873,,11444,11444,11444,11444,313858,,27474,45046,65941,na,16022,,65941.0,-209,0,-209,11444,11444,,11444,11444,11444,,,11444,11444,11444,11444,FORT WORTH,45046,,11444,11444,11444,11444,11444,11444,11803.981,,11444.36,11444,65547.0,PANNN,4175,,FAILURE,"FORT WORTH, TX",387.1766,0,,11444,,32962,T,1990,,0,,,17738.13307,BIF,EVERMAN NATIONAL BANK OF FORT WORTH,0,1,,TX,,0,11444.0,,62652.65598,N,1,204,4175,65547,0,2718
32962,3945,MIAMI,,FL,I,3,,5070,5070,34394,5070,33970,"COMMERCEBANK, NATIONAL ASSO",,3/30/1990,PA,SM,,,26469.0,,5070,5070,5070,32873,,5070,5070,5070,5070,43931,,22953,45046,23166,na,5888,,23166.0,-1209,0,-1209,5070,5070,,5070,5070,5070,,,5070,5070,5070,5070,CORAL GABLES,45046,,5070,5070,5070,5070,5070,5070,5069.8937,,5069.894,5070,23983.0,PABNN,4176,,FAILURE,"CORAL GABLES, FL",20331.26743,-242,,5070,,32962,T,1990,,0,,,13254.30606,BIF,IMPERIAL BANK,0,1,,FL,,0,5070.0,,21017.34176,SM,1,-1464,4176,23983,0,2719
32961,1214,BOWIE,,TX,I,3,,496,496,34669,496,34274,THE FIRST NATIONAL BANK OF,,3/29/1990,PA,N,,,3071.0,,496,496,496,32873,,496,496,496,496,421753,,3108,45046,7616,na,1097,,7616.0,-90,0,-90,496,496,,496,496,496,,,496,496,496,496,ALVORD,45046,,496,496,496,496,496,496,495.56,,495.56,496,7663.0,PANNN,4172,1/2/1900,FAILURE,"ALVORD, TX",-80.87596,-87,,496,,32961,T,1990,,0,,,6788.85155,BIF,ALVORD NATIONAL BANK,0,1,,TX,,0,496.0,,7970.83414,N,1,-7,4172,7663,0,2715
32961,3327,DALLAS,,TX,I,3,,2307,2307,35217,2307,35004,STATE BANK OF TEXAS,,3/29/1990,PA,N,,,24014.0,,2307,2307,2307,32873,,2307,2307,2307,2307,519351,,27074,45046,9394,na,2476,,9394.0,-750,0,-750,2307,2307,,2307,2307,2307,,,2307,2307,2307,2307,GARLAND,45046,,2307,2307,2307,2307,2307,2307,2341.6208,,2307.131,2307,10071.0,PANNN,4173,,FAILURE,"GARLAND, TX",-17.7301,0,,2307,,32961,T,1990,,0,,,6748.25698,BIF,FIRST NATIONAL BANK OF GARLAND,0,1,,TX,,0,2307.0,,9543.6872,N,1,370,4173,10071,0,2716
32961,7003,SAN ANTONIO,,TX,I,3,,3217,3217,34790,3217,34243,"FIRST CITY,TEXAS-SAN ANTONI",,3/29/1990,PA,N,,,26648.0,,3217,3217,3217,32873,,3217,3217,3217,3217,677064,,24723,45046,22767,na,4493,,22767.0,146,0,146,3217,3217,,3217,3217,3217,,,3217,3217,3217,3217,SAN ANTONIO,45046,,3217,3217,3217,3217,3217,3217,3217.2175,,3217.218,3217,21927.0,PANNN,4174,10/29/1901,FAILURE,"SAN ANTONIO, TX",-6.23339,0,,3217,,32961,T,1990,,0,,,8742.29034,BIF,"CROWN BANK, NATIONAL ASSOCIATION",0,1,,TX,,0,3217.0,,20863.24554,N,1,-625,4174,21927,0,2717
32954,6946,LUBBOCK,,TX,I,3,,45132,45132,36039,45132,35551,FIRST NATIONAL BANK AT LUBB,,3/22/1990,PA,N,,,5507.0,,45132,45132,45132,32873,,45132,45132,45132,45132,670261,,14533,45046,147449,na,9121,,147449.0,-19182,0,-19182,45132,45132,,45132,45132,45132,,,45132,45132,45132,45132,SAN ANGELO,45046,,45132,45132,45132,45132,45132,45132,45219.4152,,44458.88854,45214,148163.0,TANNN,4171,1/26/1900,FAILURE,"SAN ANGELO, TX",-5.42304,0,,45132,,32954,T,1990,,0,,,140796.09632,BIF,THE CENTRAL NATIONAL BANK OF SAN ANGELO,0,1,,TX,,0,45132.0,,153896.59647,N,1,-91,4171,148163,0,2710
32954,6431,MIAMI,,FL,I,3,,5254,5254,34973,5254,33939,"COMMERCEBANK, NATIONAL ASSO",,3/22/1990,PA,N,,,17665.0,,5254,5254,5254,32873,,5254,5254,5254,5254,936332,,22953,45046,46399,na,6500,,46399.0,68,0,68,5254,5254,,5254,5254,5254,,,5254,5254,5254,5254,MIAMI,45046,,5254,5254,5254,5254,5254,5254,5253.6033,,5253.603,5254,45124.0,PANNN,4167,7/17/1906,FAILURE,"MIAMI, FL",0.00033,0,,5254,,32954,T,1990,,0,,,35871.14193,BIF,MIAMI NATIONAL BANK,0,1,,FL,,0,5254.0,,45334.81827,N,1,-1451,4167,45124,0,2711
32954,2979,CHANNELVIEW,,TX,I,3,,7459,7459,35551,7459,35247,CHANNELVIEW BANK,,3/22/1990,PA,NM,,,19602.0,,7459,7459,7459,32873,,7459,7459,7459,7459,700869,,17835,45046,41952,na,5375,,41952.0,-759,0,-759,7459,7459,,7459,7459,7459,,,7459,7459,7459,7459,NEW CANEY,45046,,7459,7459,7459,7459,7459,7459,7512.7148,,7416.78432,7459,42089.0,TASNN,4168,4/27/1900,FAILURE,"NEW CANEY, TX",-842.28873,0,,7459,,32954,T,1990,,0,,,33285.4987,BIF,COMMUNITY BANK,0,1,,TX,,0,7459.0,,41037.66512,NM,1,-62,4168,42089,0,2712
32954,97,DALLAS,,TX,I,3,,4391,4391,34790,4391,34486,"BANC ONE, TEXAS, NATIONAL A",,3/22/1990,PA,NM,,,22829.0,,4391,4391,4391,32873,,4391,4391,4391,4391,247757,,27474,45046,28327,na,448,,28327.0,-633,0,-633,4391,4391,,4391,4391,4391,,,4391,4391,4391,4391,ARLINGTON,45046,,4391,4391,4391,4391,4391,4391,4391.3384,,4391.338,4391,28823.0,TASNN,4169,4/16/1900,FAILURE,"ARLINGTON, TX",-201.46748,0,,4391,,32954,T,1990,,0,,,28603.5144,BIF,AMERICAN BANK OF ARLINGTON,0,1,,TX,,0,4391.0,,29118.57135,NM,1,12,4169,28823,0,2713
32954,4567,NAVASOTA,,TX,I,3,,3460,3460,34731,3460,34182,FIRST BANK NAVASOTA,,3/22/1990,PA,N,,,26353.0,,3460,3460,3460,32873,,3460,3460,3460,3460,282262,,27024,45046,13354,na,3514,,13354.0,-386,0,-386,3460,3460,,3460,3460,3460,,,3460,3460,3460,3460,WALLER,45046,,3460,3460,3460,3460,3460,3460,3460.3659,,3460.366,3460,13677.0,PANNN,4170,9/13/1900,FAILURE,"WALLER, TX",-28.51854,-719,,3460,,32954,T,1990,,0,,,10903.95862,BIF,"THE WALLER BANK, NATIONAL ASSOCIATION",0,1,,TX,,0,3460.0,,12718.25572,N,1,-519,4170,13677,0,2714
33193,66050,STATEN ISLAND,,NY,I,3,50062,60274,60274,37288,60274,36465,STATEN ISLAND SB,,3/16/1990,PA,SL,,33031,29122.0,8809,67330,67329,67332,32873,,67787,67777,67731,67731,776172,,30394,45046,296815,na,23378,,296815.0,-9150,,-9150,67899,67828,,67814,60274,60274,47004,,60274,60274,60274,60274,BROOKLYN,45046,,60274,69341,60274,68048,60274,60274,67823.9615,,69084.8498,69085,300473.0,PANNN,7220,1/0/1900,FAILURE,"BROOKLYN, NY",257236.24172,21134,32948,60274,,33193,T,1990,2947,0,,8235,153572.46942,RTC,NASAU FEDERAL SAVINGS & LOAN,0,1,32948,NY,,0,60274.0,,221866.6492,SL,2,0,7220,300473,,2701
33109,42061,SLEEPY EYE,,MN,I,3,11376,24793,24793,35612,24793,35551,FIRST SECURITY STATE BANK,,3/16/1990,IDT,SB,,32947,29137.0,8789,28701,28701,28702,32873,,28858,28854,28838,28838,778279,,5252,45046,79624,na,18407,,79624.0,-6029,,-6029,28895,28872,,28867,24793,24793,11376,,24793,24793,24793,24793,DETROIT LAKES,45046,,24793,28979,24793,28946,24793,24793,29755.7005,,29430.57473,29431,80645.0,DTNNN,7145,2/14/1901,FAILURE,"DETROIT LAKES, MN",64518.14058,6374,32948,24793,,33109,T,1990,2979,0,,8238,20767.36035,RTC,LAKELAND SAVINGS BANK FSB,0,1,32948,MN,,0,24793.0,,74923.28455,SB,2,-62,7145,80645,,2702
33396,62970,NONE,,TX,I,3,18053,17125,17125,35034,17125,,PAYOUT,,3/16/1990,PO,SL,,32948,29403.0,8791,19305,19304,19305,32873,,19452,19449,19434,19434,172073,,,45046,84836,na,6991,,84836.0,-3879,,-3879,19487,19465,,19460,17125,17125,18053,,17125,17125,17125,17125,WICHITA FALLS,45046,,17125,19566,17125,19535,17125,17125,19556.2271,,19738.70832,19739,88145.0,PONNN,7311,5/30/1944,FAILURE,"WICHITA FALLS, TX",71527.99671,18,32948,17125,,33396,,1990,3400,0,,8251,0,RTC,FIRST FS & LA OF WICHITA FALLS,0,1,32948,NA,,0,17125.0,,69943.03201,SL,2,0,7311,88145,,2703
33193,117735,JACKSON HEIGHTS,,NY,I,3,25983,36506,36506,36557,36506,36465,ASTORIA FS&LA,,3/16/1990,PA,SL,,32945,30194.0,8787,54325,54324,54327,32873,,54869,54857,54802,54802,753874,,29805,45046,396946,na,48038,,396946.0,-34928,,-34928,54999,54917,,54901,36506,36506,9306,,36506,36506,36506,36506,WHITESTONE,45046,,36506,57683,36506,54739,36506,36506,61045.6389,,62388.87273,62389,352700.0,PANNN,7221,,FAILURE,"WHITESTONE, NY",283311.66085,81420,32948,36506,,33193,T,1990,4925,0,,8273,170262.52258,RTC,WHITESTONE SAVINGS,0,1,32948,NY,,0,36506.0,,255415.68142,SL,2,-801,7221,352700,,2704
33144,31730,NEW ORLEANS,,LA,I,3,26706,16516,16516,36586,16516,36526,UNITED B&TC,,3/16/1990,IDT,SL,,33007,31455.0,8798,18596,18596,18597,32873,,18696,18693,18683,18683,242677,,33144,45046,53244,na,13889,,53244.0,-658,,-658,18719,18704,,18701,16516,16516,26699,,16516,16516,16516,16516,NEW ORLEANS,45046,,16516,18819,16516,18727,16516,16516,19675.1279,,19267.69697,19268,43923.0,DTNNN,7191,1/5/1900,FAILURE,"NEW ORLEANS, LA",39420.97252,11,32948,16516,,33144,T,1990,6997,0,,8809,1747.25858,RTC,"UNITED FEDERAL SAVINGS, FA",0,1,32948,LA,,0,16516.0,,47356.07191,SL,2,0,7191,43923,,2705
33052,5494,IDA GROVE,,IA,I,3,2478,1832,1832,35065,1832,,IDA COUNTY STATE BANK,,3/16/1990,PA,SL,,32946,31547.0,8788,2811,2811,2811,32873,,2853,2852,2848,2848,491671,,958,45046,24299,na,1444,,24299.0,398,,398,2863,2857,,2855,1832,1832,2162,,1832,1832,1832,1832,FORT DODGE,45046,,1832,2885,1832,2877,1832,1832,2912.1761,,2933.06706,2933,18967.0,PANNN,7110,9/26/1900,FAILURE,"FORT DODGE, IA",14483.77181,4551,32948,1832,,33052,,1990,7162,0,,8861,17241.47495,RTC,SUN FEDERAL SAVINGS ASSOC.,0,1,32948,IA,,0,1832.0,,19628.28059,SL,2,0,7110,18967,,2706
33221,60666,NONE,,MS,I,3,16205,29833,29833,36281,29833,35977,PAYOUT,,3/16/1990,PO,SL,,32949,31828.0,8792,33794,33793,33794,32873,,33960,33956,33939,33939,186771,,,45046,159235,na,17815,,159235.0,502,,502,33999,33974,,33969,29833,29833,16205,,29833,29833,29833,29833,CORINTH,45046,,29833,34020,29833,34053,29833,29833,36292.9843,,34739.7175,34740,133163.0,PONNN,7256,1/30/1900,FAILURE,"CORINTH, MS",72271.77093,859,32948,29833,,33221,T,1990,7511,0,,8862,0,RTC,GREAT AMERICAN FS & LA,0,1,32948,NA,,0,29833.0,,77622.82425,SL,2,0,7256,133163,,2707
33431,256275,SAN MARINO,,CA,I,3,69524,55672,55672,37561,55672,36281,"EAST-WEST FB, FSB",,3/16/1990,PA,SL,,33037,32097.0,8836,81612,81609,81618,32873,,35932,35900,35759,35759,411875,,31628,45046,1040267,na,67012,,1040267.0,14984,,14984,36250,36056,,36013,55672,55672,59418,,55672,55672,55672,55672,SAN FRANCISCO,45046,,55672,37342,55672,36734,55672,55672,31354.6875,,41468.05526,41468,633168.0,PANNN,7356,3/17/1902,FAILURE,"SAN FRANCISCO, CA",423560.5145,62974,32990,55672,,33431,T,1990,7849,0,,8830,410845.22898,RTC,PACIFIC COAST S & LA,0,1,32948,CA,,0,55672.0,,671210.73143,SL,2,-52,7356,633168,,2708
